,geometry,SpeedLimit,STREETNAME,Over_pct,O5mph_pct,Speed_avg,SpeedO_avg,Spd5O_avg,element_type,highway,nodes,lanes,maxspeed,name,oneway_no,oneway_yes
492,"LINESTRING (-122.4392550161055 37.80408109168495, -122.44050703447294 37.80475650486504)",25,CERVANTES BLVD,45.66,8.94,23.49,28.07,32.46,way,residential,"[4008988495, 4009068062]",2,25,Cervantes Boulevard,1,0
492,"LINESTRING (-122.4392550161055 37.80408109168495, -122.44050703447294 37.80475650486504)",25,CERVANTES BLVD,45.66,8.94,23.49,28.07,32.46,way,residential,"[4009068062, 4008988495]",2,25,Cervantes Boulevard,1,0
495,"LINESTRING (-122.47965091763034 37.784125354904134, -122.48072530654008 37.784076607833406)",25,CALIFORNIA ST,58.5,13.0,25.55,28.2,32.38,way,residential,"[65356300, 65295474]",nan,25,20th Avenue,1,0
495,"LINESTRING (-122.47965091763034 37.784125354904134, -122.48072530654008 37.784076607833406)",25,CALIFORNIA ST,58.5,13.0,25.55,28.2,32.38,way,residential,"[65295474, 65356300]",nan,25,20th Avenue,1,0
496,"LINESTRING (-122.43548556402446 37.78869694019118, -122.43712919541457 37.78848786226459)",25,CALIFORNIA ST,77.5,41.0,28.3,30.13,32.91,way,residential,"[65348285, 65295364]",nan,25,Steiner Street,1,0
496,"LINESTRING (-122.43548556402446 37.78869694019118, -122.43712919541457 37.78848786226459)",25,CALIFORNIA ST,77.5,41.0,28.3,30.13,32.91,way,residential,"[65295364, 65348285]",nan,25,Steiner Street,1,0
497,"LINESTRING (-122.44375326642079 37.78764720994296, -122.44540219819301 37.787438165590856)",25,CALIFORNIA ST,66.0,21.5,26.38,28.89,32.81,way,residential,"[65295377, 65336823]",nan,25,Baker Street,1,0
497,"LINESTRING (-122.44375326642079 37.78764720994296, -122.44540219819301 37.787438165590856)",25,CALIFORNIA ST,66.0,21.5,26.38,28.89,32.81,way,residential,"[65336823, 65295377]",nan,25,Baker Street,1,0
498,"LINESTRING (-122.45806191702822 37.78582427846528, -122.45917876636727 37.785681691504344)",25,CALIFORNIA ST,53.0,21.0,25.32,29.41,33.07,way,residential,"[65315445, 65295415]",nan,25,Palm Avenue,1,0
498,"LINESTRING (-122.45806191702822 37.78582427846528, -122.45917876636727 37.785681691504344)",25,CALIFORNIA ST,53.0,21.0,25.32,29.41,33.07,way,residential,"[65295415, 65315445]",nan,25,Palm Avenue,1,0
499,"LINESTRING (-122.4603082450318 37.78553855506754, -122.46136866439615 37.785403134567105)",25,CALIFORNIA ST,73.5,28.5,27.52,29.65,33.84,way,residential,"[65324615, 65295422]",nan,25,2nd Avenue,1,0
499,"LINESTRING (-122.4603082450318 37.78553855506754, -122.46136866439615 37.785403134567105)",25,CALIFORNIA ST,73.5,28.5,27.52,29.65,33.84,way,residential,"[65295422, 65324615]",nan,25,2nd Avenue,1,0
500,"LINESTRING (-122.46457215937197 37.78499397284595, -122.46563231184479 37.78485253319135)",25,CALIFORNIA ST,32.9,6.12,22.38,28.73,36.31,way,residential,"[65295435, 65302771]",nan,25,6th Avenue,1,0
500,"LINESTRING (-122.46457215937197 37.78499397284595, -122.46563231184479 37.78485253319135)",25,CALIFORNIA ST,32.9,6.12,22.38,28.73,36.31,way,residential,"[65302771, 65295435]",nan,25,6th Avenue,1,0
501,"LINESTRING (-122.43839388419792 37.786391675502166, -122.44006119950727 37.78617958337138)",30,BUSH ST,12.0,1.0,25.95,32.42,37.0,way,secondary,"[65303581, 65319992]",2,25,Divisadero Street,0,1
501,"LINESTRING (-122.43839388419792 37.786391675502166, -122.44006119950727 37.78617958337138)",30,BUSH ST,12.0,1.0,25.95,32.42,37.0,way,residential,"[65319990, 65303578]",nan,25,Scott Street,1,0
501,"LINESTRING (-122.43839388419792 37.786391675502166, -122.44006119950727 37.78617958337138)",30,BUSH ST,12.0,1.0,25.95,32.42,37.0,way,residential,"[65303578, 65319990]",nan,25,Scott Street,1,0
502,"LINESTRING (-122.42686464320015 37.78786244285891, -122.42852501120417 37.78765056179609)",30,BUSH ST,15.0,3.0,26.15,33.0,37.0,way,residential,"[4014319583, 65319973]",nan,25,Octavia Street,1,0
502,"LINESTRING (-122.42686464320015 37.78786244285891, -122.42852501120417 37.78765056179609)",30,BUSH ST,15.0,3.0,26.15,33.0,37.0,way,residential,"[65319973, 4014319583]",nan,25,Octavia Street,1,0
503,"LINESTRING (-122.43930139969066 37.768165524852186, -122.44013746389169 37.767756871786496, -122.44060428862197 37.7669545115229, -122.44193825840289 37.76595284488022, -122.44200945777327 37.76590709371767, -122.44216661052326 37.765887824581824, -122.4423609703688 37.76588462193868, -122.44257524425028 37.765928284255494)",25,BUENA VISTA AVE,47.6,12.77,23.63,28.42,32.27,way,residential,"[65293182, 2642129711]",nan,25,Buena Vista Avenue East,1,0
503,"LINESTRING (-122.43930139969066 37.768165524852186, -122.44013746389169 37.767756871786496, -122.44060428862197 37.7669545115229, -122.44193825840289 37.76595284488022, -122.44200945777327 37.76590709371767, -122.44216661052326 37.765887824581824, -122.4423609703688 37.76588462193868, -122.44257524425028 37.765928284255494)",25,BUENA VISTA AVE,47.6,12.77,23.63,28.42,32.27,way,residential,"[2642129711, 65293182]",nan,25,Buena Vista Avenue East,1,0
503,"LINESTRING (-122.43930139969066 37.768165524852186, -122.44013746389169 37.767756871786496, -122.44060428862197 37.7669545115229, -122.44193825840289 37.76595284488022, -122.44200945777327 37.76590709371767, -122.44216661052326 37.765887824581824, -122.4423609703688 37.76588462193868, -122.44257524425028 37.765928284255494)",25,BUENA VISTA AVE,47.6,12.77,23.63,28.42,32.27,way,residential,"[65293182, 65355978]",nan,25,Park Hill Avenue,1,0
503,"LINESTRING (-122.43930139969066 37.768165524852186, -122.44013746389169 37.767756871786496, -122.44060428862197 37.7669545115229, -122.44193825840289 37.76595284488022, -122.44200945777327 37.76590709371767, -122.44216661052326 37.765887824581824, -122.4423609703688 37.76588462193868, -122.44257524425028 37.765928284255494)",25,BUENA VISTA AVE,47.6,12.77,23.63,28.42,32.27,way,residential,"[65355978, 65293182]",nan,25,Park Hill Avenue,1,0
504,"LINESTRING (-122.44369460369785 37.76695428617768, -122.44376351243737 37.767066558966185, -122.44386581516531 37.76753585213754)",25,BUENA VISTA AVE,25.56,4.9,21.09,28.13,32.91,way,residential,"[259751764, 65298329]",nan,25,Buena Vista Avenue West,1,0
505,"LINESTRING (-122.44386581516531 37.76753585213754, -122.44335605500396 37.76894423468451)",25,BUENA VISTA AVE,25.56,4.9,21.09,28.13,32.91,way,residential,"[259751764, 65298329]",nan,25,Buena Vista Avenue West,1,0
504,"LINESTRING (-122.44369460369785 37.76695428617768, -122.44376351243737 37.767066558966185, -122.44386581516531 37.76753585213754)",25,BUENA VISTA AVE,25.56,4.9,21.09,28.13,32.91,way,residential,"[65298329, 259751764]",nan,25,Buena Vista Avenue West,1,0
505,"LINESTRING (-122.44386581516531 37.76753585213754, -122.44335605500396 37.76894423468451)",25,BUENA VISTA AVE,25.56,4.9,21.09,28.13,32.91,way,residential,"[65298329, 259751764]",nan,25,Buena Vista Avenue West,1,0
505,"LINESTRING (-122.44386581516531 37.76753585213754, -122.44335605500396 37.76894423468451)",25,BUENA VISTA AVE,25.56,4.9,21.09,28.13,32.91,way,residential,"[65298329, 65313342]",nan,25,Buena Vista Avenue West,1,0
506,"LINESTRING (-122.44335605500396 37.76894423468451, -122.44316714867887 37.76903664210551, -122.44241097886278 37.76949334300727, -122.44238443965467 37.769599921793855, -122.44250605292247 37.769685989791284, -122.44264684889981 37.769690367371574, -122.44276519419931 37.76966128296591)",25,BUENA VISTA AVE,12.99,2.04,17.29,28.58,37.07,way,residential,"[65298329, 65313342]",nan,25,Buena Vista Avenue West,1,0
505,"LINESTRING (-122.44386581516531 37.76753585213754, -122.44335605500396 37.76894423468451)",25,BUENA VISTA AVE,25.56,4.9,21.09,28.13,32.91,way,residential,"[65313342, 65298329]",nan,25,Buena Vista Avenue West,1,0
506,"LINESTRING (-122.44335605500396 37.76894423468451, -122.44316714867887 37.76903664210551, -122.44241097886278 37.76949334300727, -122.44238443965467 37.769599921793855, -122.44250605292247 37.769685989791284, -122.44264684889981 37.769690367371574, -122.44276519419931 37.76966128296591)",25,BUENA VISTA AVE,12.99,2.04,17.29,28.58,37.07,way,residential,"[65313342, 65298329]",nan,25,Buena Vista Avenue West,1,0
507,"LINESTRING (-122.44035770477673 37.77084743395925, -122.44026260821825 37.77072526152126, -122.43967260681787 37.77054299030804, -122.43946081558913 37.770405837652994, -122.43925429241858 37.77002493004547)",25,BUENA VISTA AVE,41.58,8.55,23.61,28.92,36.32,way,residential,"[65327916, 2642129706]",nan,25,Buena Vista Avenue East,1,0
507,"LINESTRING (-122.44035770477673 37.77084743395925, -122.44026260821825 37.77072526152126, -122.43967260681787 37.77054299030804, -122.43946081558913 37.770405837652994, -122.43925429241858 37.77002493004547)",25,BUENA VISTA AVE,41.58,8.55,23.61,28.92,36.32,way,residential,"[2642129706, 65327916]",nan,25,Buena Vista Avenue East,1,0
508,"LINESTRING (-122.43925429241858 37.77002493004547, -122.439150346857 37.7699376875971, -122.43882297459535 37.769684120867154, -122.43835133359936 37.76918513474961, -122.43833832912223 37.7690066011471)",25,BUENA VISTA AVE,41.58,8.55,23.61,28.92,36.32,way,residential,"[2642129706, 65314401]",nan,25,Duboce Avenue,1,0
508,"LINESTRING (-122.43925429241858 37.77002493004547, -122.439150346857 37.7699376875971, -122.43882297459535 37.769684120867154, -122.43835133359936 37.76918513474961, -122.43833832912223 37.7690066011471)",25,BUENA VISTA AVE,41.58,8.55,23.61,28.92,36.32,way,residential,"[65314401, 2642129706]",nan,25,Duboce Avenue,1,0
509,"LINESTRING (-122.39805994016146 37.77956691079729, -122.40029775939792 37.77779901106437)",30,BRYANT ST,42.0,16.0,29.1,34.26,37.94,way,secondary,"[65284950, 65315477]","['2', '4', '3']",25,4th Street,0,1
510,"LINESTRING (-122.40696828976178 37.77252627000339, -122.40750194319413 37.77210439254869)",30,BRYANT ST,26.73,5.94,26.26,33.3,37.83,way,tertiary,"[2548141872, 2548141868]",1,30,8th Street,0,1
510,"LINESTRING (-122.40696828976178 37.77252627000339, -122.40750194319413 37.77210439254869)",30,BRYANT ST,26.73,5.94,26.26,33.3,37.83,way,tertiary,"[2548141872, 2548095086]",2,30,8th Street,0,1
511,"LINESTRING (-122.40750194319413 37.77210439254869, -122.40853108209839 37.771290791808916)",30,BRYANT ST,26.73,5.94,26.26,33.3,37.83,way,motorway_link,"[65283717, 65283737]","['2', '4', '1']",50,nan,0,1
511,"LINESTRING (-122.40750194319413 37.77210439254869, -122.40853108209839 37.771290791808916)",30,BRYANT ST,26.73,5.94,26.26,33.3,37.83,way,secondary,"[65315504, 65283737]",4,25,9th Street,0,1
512,"LINESTRING (-122.3896366401541 37.78622377722927, -122.38966571794546 37.78611978385217, -122.39023011487569 37.78567287866372)",30,BRYANT ST,19.11,4.17,21.88,33.86,40.53,way,residential,"[65290185, 6202276109]",nan,25,Beale Street,1,0
514,"LINESTRING (-122.3896366401541 37.78622377722927, -122.38978311119502 37.786178451918246, -122.39096625324352 37.78523207782761, -122.39130110620691 37.78486031268012, -122.39159282765402 37.784594000579304, -122.39211876665199 37.784205306440185)",30,BRYANT ST,19.11,4.17,21.88,33.86,40.53,way,residential,"[65290185, 6202276109]",nan,25,Beale Street,1,0
512,"LINESTRING (-122.3896366401541 37.78622377722927, -122.38966571794546 37.78611978385217, -122.39023011487569 37.78567287866372)",30,BRYANT ST,19.11,4.17,21.88,33.86,40.53,way,residential,"[6202276109, 65290185]",nan,25,Beale Street,1,0
514,"LINESTRING (-122.3896366401541 37.78622377722927, -122.38978311119502 37.786178451918246, -122.39096625324352 37.78523207782761, -122.39130110620691 37.78486031268012, -122.39159282765402 37.784594000579304, -122.39211876665199 37.784205306440185)",30,BRYANT ST,19.11,4.17,21.88,33.86,40.53,way,residential,"[6202276109, 65290185]",nan,25,Beale Street,1,0
513,"LINESTRING (-122.39023011487569 37.78567287866372, -122.39083167601295 37.78519653769026, -122.39114679161041 37.78487766428104, -122.3911655935402 37.78477478066176)",30,BRYANT ST,19.11,4.17,21.88,33.86,40.53,way,unclassified,"[65324701, 65325715]",nan,5,Bayside Village Place,1,0
513,"LINESTRING (-122.39023011487569 37.78567287866372, -122.39083167601295 37.78519653769026, -122.39114679161041 37.78487766428104, -122.3911655935402 37.78477478066176)",30,BRYANT ST,19.11,4.17,21.88,33.86,40.53,way,unclassified,"[65325715, 65324701]",nan,5,Bayside Village Place,1,0
513,"LINESTRING (-122.39023011487569 37.78567287866372, -122.39083167601295 37.78519653769026, -122.39114679161041 37.78487766428104, -122.3911655935402 37.78477478066176)",30,BRYANT ST,19.11,4.17,21.88,33.86,40.53,way,residential,"[355490997, 65325715]",nan,25,Delancey Street,0,1
514,"LINESTRING (-122.3896366401541 37.78622377722927, -122.38978311119502 37.786178451918246, -122.39096625324352 37.78523207782761, -122.39130110620691 37.78486031268012, -122.39159282765402 37.784594000579304, -122.39211876665199 37.784205306440185)",30,BRYANT ST,19.11,4.17,21.88,33.86,40.53,way,residential,"[65325715, 65290185]",2,25,Delancey Street,1,0
514,"LINESTRING (-122.3896366401541 37.78622377722927, -122.38978311119502 37.786178451918246, -122.39096625324352 37.78523207782761, -122.39130110620691 37.78486031268012, -122.39159282765402 37.784594000579304, -122.39211876665199 37.784205306440185)",30,BRYANT ST,19.11,4.17,21.88,33.86,40.53,way,residential,"[65290185, 65325715]",2,25,Delancey Street,1,0
514,"LINESTRING (-122.3896366401541 37.78622377722927, -122.38978311119502 37.786178451918246, -122.39096625324352 37.78523207782761, -122.39130110620691 37.78486031268012, -122.39159282765402 37.784594000579304, -122.39211876665199 37.784205306440185)",30,BRYANT ST,19.11,4.17,21.88,33.86,40.53,way,tertiary,"[3910307153, 65290185]",2,25,Bryant Street,1,0
514,"LINESTRING (-122.3896366401541 37.78622377722927, -122.38978311119502 37.786178451918246, -122.39096625324352 37.78523207782761, -122.39130110620691 37.78486031268012, -122.39159282765402 37.784594000579304, -122.39211876665199 37.784205306440185)",30,BRYANT ST,19.11,4.17,21.88,33.86,40.53,way,tertiary,"[65290185, 3910307153]",2,25,Bryant Street,1,0
515,"LINESTRING (-122.46707269078071 37.71242187136188, -122.46720112809442 37.71236137487374, -122.46800885666221 37.71233648729601, -122.4687478247436 37.712415682810565, -122.47002761344693 37.71266922201892, -122.47058106389976 37.71270439845793)",35,BROTHERHOOD WAY,5.5,2.0,36.38,49.91,55.0,way,secondary,"[65284828, 260168596]",2,35,Brotherhood Way,0,1
519,"LINESTRING (-122.46707269078071 37.71242187136188, -122.46719155965681 37.71247701368161, -122.46801811209973 37.71245456224982, -122.46866973629555 37.712524192816694, -122.46999312665938 37.71278126827646)",35,BROTHERHOOD WAY,5.5,2.0,36.38,49.91,55.0,way,secondary,"[65284828, 260168596]",2,35,Brotherhood Way,0,1
515,"LINESTRING (-122.46707269078071 37.71242187136188, -122.46720112809442 37.71236137487374, -122.46800885666221 37.71233648729601, -122.4687478247436 37.712415682810565, -122.47002761344693 37.71266922201892, -122.47058106389976 37.71270439845793)",35,BROTHERHOOD WAY,5.5,2.0,36.38,49.91,55.0,way,residential,"[65297439, 260168596]",nan,25,Arch Street,1,0
519,"LINESTRING (-122.46707269078071 37.71242187136188, -122.46719155965681 37.71247701368161, -122.46801811209973 37.71245456224982, -122.46866973629555 37.712524192816694, -122.46999312665938 37.71278126827646)",35,BROTHERHOOD WAY,5.5,2.0,36.38,49.91,55.0,way,residential,"[65297439, 260168596]",nan,25,Arch Street,1,0
515,"LINESTRING (-122.46707269078071 37.71242187136188, -122.46720112809442 37.71236137487374, -122.46800885666221 37.71233648729601, -122.4687478247436 37.712415682810565, -122.47002761344693 37.71266922201892, -122.47058106389976 37.71270439845793)",35,BROTHERHOOD WAY,5.5,2.0,36.38,49.91,55.0,way,residential,"[260168596, 65297439]",nan,25,Arch Street,1,0
519,"LINESTRING (-122.46707269078071 37.71242187136188, -122.46719155965681 37.71247701368161, -122.46801811209973 37.71245456224982, -122.46866973629555 37.712524192816694, -122.46999312665938 37.71278126827646)",35,BROTHERHOOD WAY,5.5,2.0,36.38,49.91,55.0,way,residential,"[260168596, 65297439]",nan,25,Arch Street,1,0
516,"LINESTRING (-122.47058106389976 37.71270439845793, -122.47175102851614 37.71268122104289)",35,BROTHERHOOD WAY,5.5,2.0,36.38,49.91,55.0,way,trunk_link,"[65286997, 4073063877]",1,25,nan,0,1
516,"LINESTRING (-122.47058106389976 37.71270439845793, -122.47175102851614 37.71268122104289)",35,BROTHERHOOD WAY,5.5,2.0,36.38,49.91,55.0,way,trunk_link,"[65284828, 65284849]",1,25,nan,0,1
516,"LINESTRING (-122.47058106389976 37.71270439845793, -122.47175102851614 37.71268122104289)",35,BROTHERHOOD WAY,5.5,2.0,36.38,49.91,55.0,way,trunk,"[65284849, 65284851]",4,45,Junipero Serra Boulevard,0,1
521,"LINESTRING (-122.47089495525847 37.712806648843326, -122.47186934275793 37.71279664359972, -122.47226880516385 37.71283771290909, -122.47237119045724 37.71286826818586)",35,BROTHERHOOD WAY,5.5,2.0,36.38,49.91,55.0,way,trunk,"[65284849, 65284851]",4,45,Junipero Serra Boulevard,0,1
516,"LINESTRING (-122.47058106389976 37.71270439845793, -122.47175102851614 37.71268122104289)",35,BROTHERHOOD WAY,5.5,2.0,36.38,49.91,55.0,way,trunk,"[65287033, 65286997]","['3', '4']",45,Junipero Serra Boulevard,0,1
521,"LINESTRING (-122.47089495525847 37.712806648843326, -122.47186934275793 37.71279664359972, -122.47226880516385 37.71283771290909, -122.47237119045724 37.71286826818586)",35,BROTHERHOOD WAY,5.5,2.0,36.38,49.91,55.0,way,trunk,"[65287033, 65286997]","['3', '4']",45,Junipero Serra Boulevard,0,1
518,"LINESTRING (-122.47255070985003 37.71278412262555, -122.47264894242983 37.712811448637495, -122.4727372051281 37.71292737460871)",35,BROTHERHOOD WAY,5.5,2.0,36.38,49.91,55.0,way,trunk_link,"[4073064106, 612724723]",1,25,nan,0,1
518,"LINESTRING (-122.47255070985003 37.71278412262555, -122.47264894242983 37.712811448637495, -122.4727372051281 37.71292737460871)",35,BROTHERHOOD WAY,5.5,2.0,36.38,49.91,55.0,way,secondary,"[260168259, 4073064106]",2,35,Brotherhood Way,0,1
519,"LINESTRING (-122.46707269078071 37.71242187136188, -122.46719155965681 37.71247701368161, -122.46801811209973 37.71245456224982, -122.46866973629555 37.712524192816694, -122.46999312665938 37.71278126827646)",35,BROTHERHOOD WAY,5.5,2.0,36.38,49.91,55.0,way,secondary,"[65297439, 65283145]","['2', '3']",35,Brotherhood Way,0,1
519,"LINESTRING (-122.46707269078071 37.71242187136188, -122.46719155965681 37.71247701368161, -122.46801811209973 37.71245456224982, -122.46866973629555 37.712524192816694, -122.46999312665938 37.71278126827646)",35,BROTHERHOOD WAY,5.5,2.0,36.38,49.91,55.0,way,trunk_link,"[65283145, 65283131]",1,25,nan,0,1
520,"LINESTRING (-122.46999312665938 37.71278126827646, -122.4703313902878 37.71281243208978, -122.47089495525847 37.712806648843326)",35,BROTHERHOOD WAY,5.5,2.0,36.38,49.91,55.0,way,secondary,"[65283145, 65284868]",2,35,Brotherhood Way,0,1
522,"LINESTRING (-122.47237119045724 37.71286826818586, -122.47258449066508 37.71293192124895, -122.4727372051281 37.71292737460871)",35,BROTHERHOOD WAY,5.5,2.0,36.38,49.91,55.0,way,secondary,"[65284868, 612723135]",2,35,Brotherhood Way,0,1
522,"LINESTRING (-122.47237119045724 37.71286826818586, -122.47258449066508 37.71293192124895, -122.4727372051281 37.71292737460871)",35,BROTHERHOOD WAY,5.5,2.0,36.38,49.91,55.0,way,secondary,"[612723135, 65288802]",2,35,Brotherhood Way,0,1
522,"LINESTRING (-122.47237119045724 37.71286826818586, -122.47258449066508 37.71293192124895, -122.4727372051281 37.71292737460871)",35,BROTHERHOOD WAY,5.5,2.0,36.38,49.91,55.0,way,trunk_link,"[1350167104, 612723135]",1,25,nan,0,1
523,"LINESTRING (-122.40951468568467 37.72343034859375, -122.40901985179683 37.72222972093424)",25,BOWDOIN ST,26.71,6.09,21.24,28.26,32.53,way,residential,"[65305706, 65316537]",nan,25,Dwight Street,1,0
523,"LINESTRING (-122.40951468568467 37.72343034859375, -122.40901985179683 37.72222972093424)",25,BOWDOIN ST,26.71,6.09,21.24,28.26,32.53,way,residential,"[65316537, 65305706]",nan,25,Dwight Street,1,0
524,"LINESTRING (-122.43667288947653 37.734040174436686, -122.43677569047443 37.73402036450728, -122.4375289770467 37.73416949182268)",25,BOSWORTH ST,100.0,84.0,33.3,33.3,34.5,way,residential,"[65280452, 259407844]",nan,25,Chilton Avenue,1,0
525,"LINESTRING (-122.43667288947653 37.734040174436686, -122.43675201278252 37.73409552945579, -122.43819207524677 37.734381639131016, -122.43839187363969 37.734419953797826, -122.43862939343873 37.734493765897945, -122.43891992724328 37.73460041915573, -122.43919058300584 37.73473482316544, -122.43957300671634 37.734842962598655, -122.43993438569669 37.734856809314415)",25,BOSWORTH ST,100.0,84.0,33.3,33.3,34.5,way,residential,"[65280452, 259407844]",nan,25,Chilton Avenue,1,0
524,"LINESTRING (-122.43667288947653 37.734040174436686, -122.43677569047443 37.73402036450728, -122.4375289770467 37.73416949182268)",25,BOSWORTH ST,100.0,84.0,33.3,33.3,34.5,way,residential,"[259407844, 65280452]",nan,25,Chilton Avenue,1,0
525,"LINESTRING (-122.43667288947653 37.734040174436686, -122.43675201278252 37.73409552945579, -122.43819207524677 37.734381639131016, -122.43839187363969 37.734419953797826, -122.43862939343873 37.734493765897945, -122.43891992724328 37.73460041915573, -122.43919058300584 37.73473482316544, -122.43957300671634 37.734842962598655, -122.43993438569669 37.734856809314415)",25,BOSWORTH ST,100.0,84.0,33.3,33.3,34.5,way,residential,"[259407844, 65280452]",nan,25,Chilton Avenue,1,0
524,"LINESTRING (-122.43667288947653 37.734040174436686, -122.43677569047443 37.73402036450728, -122.4375289770467 37.73416949182268)",25,BOSWORTH ST,100.0,84.0,33.3,33.3,34.5,way,secondary,"[65280576, 259407844]",2,25,Bosworth Street,0,1
525,"LINESTRING (-122.43667288947653 37.734040174436686, -122.43675201278252 37.73409552945579, -122.43819207524677 37.734381639131016, -122.43839187363969 37.734419953797826, -122.43862939343873 37.734493765897945, -122.43891992724328 37.73460041915573, -122.43919058300584 37.73473482316544, -122.43957300671634 37.734842962598655, -122.43993438569669 37.734856809314415)",25,BOSWORTH ST,100.0,84.0,33.3,33.3,34.5,way,secondary,"[65280452, 1614176501]","['2', '1']",25,Bosworth Street,0,1
525,"LINESTRING (-122.43667288947653 37.734040174436686, -122.43675201278252 37.73409552945579, -122.43819207524677 37.734381639131016, -122.43839187363969 37.734419953797826, -122.43862939343873 37.734493765897945, -122.43891992724328 37.73460041915573, -122.43919058300584 37.73473482316544, -122.43957300671634 37.734842962598655, -122.43993438569669 37.734856809314415)",25,BOSWORTH ST,100.0,84.0,33.3,33.3,34.5,way,secondary,"[1614176501, 65280473]",1,25,Bosworth Street,0,1
525,"LINESTRING (-122.43667288947653 37.734040174436686, -122.43675201278252 37.73409552945579, -122.43819207524677 37.734381639131016, -122.43839187363969 37.734419953797826, -122.43862939343873 37.734493765897945, -122.43891992724328 37.73460041915573, -122.43919058300584 37.73473482316544, -122.43957300671634 37.734842962598655, -122.43993438569669 37.734856809314415)",25,BOSWORTH ST,100.0,84.0,33.3,33.3,34.5,way,secondary_link,"[1614176501, 3117933958]",1,25,nan,0,1
527,"LINESTRING (-122.4070544853896 37.73845788652705, -122.40699970363497 37.73809434121318, -122.40691050393404 37.737965866694935)",35,BAY SHORE BLVD,70.5,27.0,37.2,39.79,44.3,way,primary,"[65344932, 65344794]",2,25,Industrial Street,0,1
543,"LINESTRING (-122.40691574467094 37.73845572495048, -122.40686774175902 37.738143653976934, -122.40691050393404 37.737965866694935)",35,BAY SHORE BLVD,70.5,27.0,37.2,39.79,44.3,way,primary,"[65344932, 65344794]",2,25,Industrial Street,0,1
527,"LINESTRING (-122.4070544853896 37.73845788652705, -122.40699970363497 37.73809434121318, -122.40691050393404 37.737965866694935)",35,BAY SHORE BLVD,70.5,27.0,37.2,39.79,44.3,way,primary,"[766948544, 65344794]","['2', '3']",35,Bayshore Boulevard,0,1
528,"LINESTRING (-122.40691050393404 37.737965866694935, -122.40683339844932 37.737845929237025, -122.40665819533011 37.73644098389388, -122.40670383569557 37.73630860399438)",35,BAY SHORE BLVD,70.5,27.0,37.2,39.79,44.3,way,residential,"[65324493, 303450506]",nan,25,Helena Street,1,0
529,"LINESTRING (-122.40691050393404 37.737965866694935, -122.40694707459053 37.73782894810661, -122.40677187046889 37.736424002910624, -122.40670383569557 37.73630860399438)",35,BAY SHORE BLVD,70.5,27.0,37.2,39.79,44.3,way,residential,"[65324493, 303450506]",nan,25,Helena Street,1,0
528,"LINESTRING (-122.40691050393404 37.737965866694935, -122.40683339844932 37.737845929237025, -122.40665819533011 37.73644098389388, -122.40670383569557 37.73630860399438)",35,BAY SHORE BLVD,70.5,27.0,37.2,39.79,44.3,way,residential,"[303450506, 65324493]",nan,25,Helena Street,1,0
529,"LINESTRING (-122.40691050393404 37.737965866694935, -122.40694707459053 37.73782894810661, -122.40677187046889 37.736424002910624, -122.40670383569557 37.73630860399438)",35,BAY SHORE BLVD,70.5,27.0,37.2,39.79,44.3,way,residential,"[303450506, 65324493]",nan,25,Helena Street,1,0
528,"LINESTRING (-122.40691050393404 37.737965866694935, -122.40683339844932 37.737845929237025, -122.40665819533011 37.73644098389388, -122.40670383569557 37.73630860399438)",35,BAY SHORE BLVD,70.5,27.0,37.2,39.79,44.3,way,primary,"[259407432, 65357979]",4,35,Bayshore Boulevard,0,1
528,"LINESTRING (-122.40691050393404 37.737965866694935, -122.40683339844932 37.737845929237025, -122.40665819533011 37.73644098389388, -122.40670383569557 37.73630860399438)",35,BAY SHORE BLVD,70.5,27.0,37.2,39.79,44.3,way,primary,"[65344935, 65357979]",nan,25,Industrial Street,0,1
529,"LINESTRING (-122.40691050393404 37.737965866694935, -122.40694707459053 37.73782894810661, -122.40677187046889 37.736424002910624, -122.40670383569557 37.73630860399438)",35,BAY SHORE BLVD,70.5,27.0,37.2,39.79,44.3,way,primary,"[65344935, 65357979]",nan,25,Industrial Street,0,1
529,"LINESTRING (-122.40691050393404 37.737965866694935, -122.40694707459053 37.73782894810661, -122.40677187046889 37.736424002910624, -122.40670383569557 37.73630860399438)",35,BAY SHORE BLVD,70.5,27.0,37.2,39.79,44.3,way,primary,"[259407432, 65324493]",5,35,Bayshore Boulevard,1,0
529,"LINESTRING (-122.40691050393404 37.737965866694935, -122.40694707459053 37.73782894810661, -122.40677187046889 37.736424002910624, -122.40670383569557 37.73630860399438)",35,BAY SHORE BLVD,70.5,27.0,37.2,39.79,44.3,way,primary,"[65324493, 259407432]",5,35,Bayshore Boulevard,1,0
529,"LINESTRING (-122.40691050393404 37.737965866694935, -122.40694707459053 37.73782894810661, -122.40677187046889 37.736424002910624, -122.40670383569557 37.73630860399438)",35,BAY SHORE BLVD,70.5,27.0,37.2,39.79,44.3,way,primary,"[311782651, 259407432]",2,35,Bayshore Boulevard,0,1
530,"LINESTRING (-122.40670383569557 37.73630860399438, -122.40661886104832 37.73589687394972, -122.40645464679986 37.73551081291875, -122.40549457147884 37.734287050707984)",35,BAY SHORE BLVD,70.5,27.0,37.2,39.79,44.3,way,residential,"[766917698, 65329515]",nan,25,Boutwell Street,1,0
